,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Founded,Founders,Investor,Unnamed: 9
2536,Unnati,FinTech,Series A,7000000.0,Noida,Fintech powered digital agri ecosystem,2019.0,"Amit Sinha, Ashok Prasad","Incofin, NabVentures, Orios",
2537,Lysto,IT,Seed,3000000.0,Bengaluru,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",2021.0,Sadiq Ahamed,BEENEXT,
2538,Wakefit,Home Decor,Series C,20000000.0,Bengaluru,"A home solutions and sleep company, currently collaborating with the world's biggest sleep influencer.",2014.0,"Ankit Garg, Chaitanya Ramalingegowda",SIG,
2539,Buyofuel,Energy,Seed,100000.0,Coimbatore,Green Fuels Marketplace,2020.0,"Kishan Karunakaran, Venkateswaran Selvan, Sumanth Kumar",Inflection Point Ventures,
2540,ElectricPe,Environmental Consulting,Seed,3000000.0,Bengaluru,India's largest Electric Vehicle Charging Platform,2021.0,"Avinash Sharma, Raghav Rohila","Blume Ventures, Micelio Fund",
2541,Vayana Network,Financial Services,Series C,30000000.0,Pune,"Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy, quick and low-cost access to Trade Financing of their Payables and Receivables.",2017.0,Ramaswamy Iyer,"CDC Group, Jungle Ventures, March Capital, Marshall Wace",
2542,Valuationary,Education,Seed,100000.0,Surat,EdTech platform upskilling candidates to bag deserving finance job roles.,2020.0,"Pratik Bajaj, Kunal Shah, Mahip Gupta","Ashish Jain, Ajay Surana",
2543,Knocksense,Media and Entertainment,Seed,150000.0,Lucknow,Knocksense is a local news and recommendations platform.,2016.0,"Varul Mayank, Vibhore Mayank","We Founder Circle, Appyhigh, Mumbai Angels",
2544,Petpooja,IT,Seed,4500000.0,Ahmedabad,"Petpooja is the largest next-generation PoS platform for the F&B sector with more than 25,000+ clients across India and UAE.",2011.0,"Apurv Patel, Parthiv Patel","Aroa Ventures, GVFL, Udaan",
2545,Wingreens Farms,Catering,Seed,17000000.0,Gurugram,"Wingreens Farms is a fully integrated (farm to retail) Food Company in the business of making and selling a range of fresh, healthy, tasty and innovative food products.",2011.0,"Anju C Srivastava, Arjun Srivastava","Investcorp, Omidyar Network",
2546,Doola,SaaS,Seed,3000000.0,New York,The ultimate One-Stop-Shop™️ to help US and Non-US Founders to turn an idea into their dream US Business,2020.0,"Arjun Mahadevan, JP Pincheira",Nexus Venture Partners,
2547,EyeMyEye,Helathcare,Series A,2000000.0,Gurugram,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",2021.0,Ganesh Iyer,2000000,
2548,Bombay Hemp Company,Fashion,Seed,2000000.0,Mumbai,"BOHECO was founded to research on and promote industrial hemp, the super crop of our era in India. BOHECO was formally registered under The Companies Act",2013.0,"Avnish Pandya, Delzaad Deolaliwala","Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar",
2549,DGV,IT,Series A,3000000.0,Bengaluru,NeoBanking for Bharat,2019.0,Ragavan Venkatesan,"Info Edge Ventures, Omnivore",
2550,GuardianLink,IT,Series A,12000000.0,Chennai,Building tech infrastructure to help NFT commerce go mainstream,2017.0,"Ramkumar Subramaniam, Kamesh Elangovan",Kalaari Capital,
2551,Clinikk,Helathcare,Series A,4000000.0,Bengaluru,Transforming health insurance by building India's first managed care model,2016.0,"Dr.Suraj Baliga, Bhavjot Kaur",MassMutual Ventures,
2552,Toplyne,Software,Seed,2500000.0,Bengaluru,Toplyne helps sales teams at product-led companies convert their freemium users!,2021.0,"Rishen Kapoor and Ruchin Kulkarni, Rohit Khanna","Sequoia Capital , Together Fund",
2553,Mensa,E-Commerce,Series B,135000000.0,Bengaluru,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021.0,Ananth Narayanan,"Alpha Wave Ventures, Falcon Edge Capital",
2554,GENLEAP,Education,Seed,8000000.0,Haryana,GenLeap is India’s first self-discovery and career lifecycle management platform.,2021.0,"Sachin Sandhir, Nimish Gupta, Nitin Thakur, Shweta Kataria","Vivek Vaidya, Kevin Donlon, Ayush Singh",
2555,Planys,Maritime,Series A,1600000.0,Chennai,Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,2015.0,"Tanuj Jhunjhunwala, Vineet Upadhyay, Rakesh Sirikonda","Kieretsu Forum, Lets Venture, Shell",
2556,Wonderchef,Consumer Goods,Seed,20000000.0,Mumbai,"Wonderchef Cookware and Appliances is a perfect blend of health, taste, and convenience that inspires us to 'cook with pride'.",2009.0,Ravi Saxena,"Sixth Sense Ventures, Godrej Family office, Malpani Group",
2557,GoKwik,IT,Series A,15000000.0,Delhi,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,2020.0,"Chirag, Vivek Bajpai, Ankush Talwar",Sequoia Capital India,
2558,Velocity,Financial Services,Series A,20000000.0,Bengaluru,"Velocity provides revenue based financing, up to Rs 3 crores, for marketing and inventory spends of online businesses.",2020.0,"Saurav Swaroop, Abhiroop Medhekar, Atul Khichariya",Valar Ventures,
2559,SalaryBox,Financial Services,Seed,4000000.0,Gurugram,SalaryBox is solution that makes employee management effortless.,2020.0,"Nikhil Goel, Peeyush Goyal","Y-Combinator, AME Cloud Ventures, Gokul Rajaram",
2560,Boingg,Home Decor,Seed,200000.0,Gurugram,D2C furniture brand,2019.0,"Neha Indoria, Dhruvan Barar",Inflection Point Ventures,
2561,Better Capital,Finance,Seed,15000000.0,Santra,"Better is a top-tier India-focused pre-seed venture firm with a portfolio of 100+ companies including stellar successes like Rupeek, Open, Khatabook, Bijak",2006.0,Vaibhav Domkundwar,Unknown,
2562,Tickertape,Financial Services,Seed,5000000.0,Bengaluru,"Tickertape provides data, information & content for Indian stocks, ETFs & indices",2019.0,Ujjwal Ankur,Smallcase,
2563,Zenpay Solutions,Financial Services,Seed,3500000.0,Delhi,"India’s fastest growing fintech company, which has revolutionized the ultimate banking experience especially by reaching out to thousands of blue-collared employees by promoting digital banking solutions across India.",2019.0,Ankit Bhargava,"The StarupLab, AngelBay",
2564,Disprz,Education,Series B,13000000.0,Mumbai,An AI-powered right skilling suite that helps enterprises unlock business potential.,2015.0,"Subramanian Viswanathan, Kuljit Chadha","Dallas Venture Capital, Mars Growth Capital",
2565,Arbo Works,Software,Seed,3500000.0,Mountain View,Finance technology,2021.0,Caesar Sengupta,Sequoia Capital,
2566,Inzpira,Education,Seed,300000.0,Trivandrum,"Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.",2021.0,"Rohith Namboothiri, Sruthy Ramesh","Raj Nair, Gopinath Latpate",
2567,Defy,Financial Services,Seed,5500000.0,Bengaluru,Building India's first social crypto exchange,2021.0,"Bhagaban Behera, Sriharsha Setty, Nakul Kelkar","Y Combinator, Goat VC, JAM Fund, Goodwater Capital",
2568,Mindhouse,Fitness,Seed,6000000.0,Gurugram,Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,2019.0,"Pooja Khanna, Pankaj Chaddah","Binny Bansal, General Catalyst",
2569,Homversity,Real Estate,Seed,155000.0,Ahmedabad,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.,2017.0,Saurav Kumar Sinha,Unknown,
2570,Toppersnotes,Education,Seed,1000000.0,Jaipur,"Toppersnotes is an edtech company, primarily operating in the test preparation industry.",2015.0,"Ayush Agarwal, Devendra Dhaka, Arpit Bansal",Inflection Point Ventures,
2571,NoBroker.com,Real Estate,Series E,2100000.0,Bengaluru,NoBroker is a disruptive force in the Real Estate Industry.,2014.0,"Akhil Gupta, Amit, Saurabh","General Atlantic, Tiger Global, Moore Strategic Ventures",
2572,Haber,Manufacturing,Series B,20000000.0,Pune,"Real-time, automated insights to increase plant efficiency",2017.0,"Vipin Raghavan, Priya Venkat, Arjunan PN",Ascent Capital,
2573,True Balance,Financial Services,Seed,30000000.0,Gurugram,"Balancehero India Private Limited (BHI), the wholly owned subsidiary of Balancehero Co. Ltd., Korea which runs and operates mobile App “True Balance”.",2014.0,Cheolwon Lee,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja",
2574,Recordent,Financial Services,Seed,400000.0,Hyderabad,Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit,2018.0,Winny Patro,"Family Office of Kantamaneni, IIM Calcutta Innovation Park",
2575,Koparo,Consumer Goods,Seed,700000.0,Delhi,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,2020.0,Simran Khara,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners",
2576,Indifi,Financial Services,Seed,40000000.0,Gurugram,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.,2015.0,Alok Mittal,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel",
2577,Settl,Real Estate,Seed,500000.0,Bengaluru,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,2020.0,"Abhishek Tripathi, Bharath Bhaskar, Ashok Reddy","ah! Ventures, We Founder Circle",
2578,Park+,IT,Series B,25000000.0,Delhi,Building an eco-system for car owners which will be a one-stop solution for all their needs.,2019.0,Amit Lakhotia,"Sequoia Capital, Matrix Partners",
2579,Simple Energy,Automotive,Seed,21000000.0,Bengaluru,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,2019.0,Suhas Rajkumar,Unknown,
2580,Dream Sports,Sports,Seed,840000000.0,Mumbai,"Dream Sports is India’s leading sports technology company with brands such as Dream11, world’s largest fantasy sports platform",2008.0,Harsh Jain,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global",
2581,Spinny,Automotive,Series E,248000000.0,Gurugram,Spinny is a new age used car end-to-end platform in India.,2015.0,"Niraj Singh, Mohit Gupta, Ramanshu Mahaur","Abu Dhabi Growth Fund, Tiger Global",
2582,Rentomojo,Home Decor,Seed,10000000.0,Bengaluru,"Furniture, appliances, electronics, and fitness products on monthly rental subscriptions.",2014.0,Geetansh Bamania,"Accel, Bain Capital",
2583,Slice,Financial Services,Series B,220000000.0,Bengaluru,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",2015.0,"Rajan Bajaj, Siva Kumar Tangudu","Tiger Global, Insight Partners",
2584,21K School,Education,Series A,5000000.0,Bengaluru,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.",2020.0,"Santosh Kumar, Yeshwanth Raj Parasmal, Dinesh Kumar, Joshi Kumar",Ronnie Screwvala,
2585,Adda247,Education,Series B,20000000.0,Gurugram,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams",2016.0,"Anil Nagar, Saurabh Bansal",WestBridge Capital,
2586,Loop Health,Helathcare,Seed,12000000.0,Pune,India's first health insurance with unlimited primary care for employees.,2018.0,"Amrit Singh, Mayank Kale","Elevation, General Catalyst",
2587,Rupifi,Financial Services,Seed,1000000.0,Bengaluru,Embedded Lending for Small Businesses,2020.0,"Jawaid Iqbal, Dhruv Bhushan",Alteria Capital,
2588,RENEE Cosmetics,Cosmetics,Series A,1500000.0,Ahmedabad,"RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.",2019.0,"Priyank Shah, Ashutosh Valani, Aashka Goradia Goble","Equanimity Ventures, 9Unicorns",
2589,Svish,Consumer Goods,Seed,400000.0,Gurugram,D2C personal hygiene startup,2020.0,"Ishan, Jaideep Mahajan",Nueva,
2590,Progcap,FinTech,Series C,30000000.0,Delhi,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm",2016.0,"Pallavi Shrivastava, Himanshu Chandra",Tiger Global,
2591,Smartstaff,Human Resources,Seed,4300000.0,Bengaluru,Smartstaff (previously Qikwork) is a full stack blue-collar workforce management platform.,2020.0,"Arpit Dave, Viral Chhajer, Gnanesh Chilukuri, Aravind Reddy","Blume Ventures, Nexus Venture Partners",
2592,D’Moksha Homes,Fashion,Seed,570000.0,Mumbai,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.",2020.0,"Nimisha, Manav Dhanda","Apoorva Sharma, The Chennai Angels, Karthik Bhat",
2593,ANS Commerce,E-Commerce,Series A,2200000.0,Gurugram,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,2017.0,"Amit Monga, Nakul Singh, Vibhor Sahare, Sushant Puri","Gokul Rajaram, Venture Catalysts",
2594,Mobileware Technologies,IT,Seed,4700000.0,Mumbai,"A mobile applications development platform for technologies including Symbian, Blackberry, and early versions of iOS and Android.",2008.0,"Amitabh Kanekar, Satyajit Kanekar",Kvanto Payment Services,
2595,GramCover,Insurance,Series A,7000000.0,Noida,GramCover is a tech-enabled insurance marketplace for rural India.,2016.0,Dhyanesh Bhatt,"Siana Capital, Inflexor Ventures, Stride Ventures",
2596,BYJU'S,Education,Seed,300000000.0,Bengaluru,BYJU’S is India's largest ed-tech company and the creator of India’s most loved school learning app.,2011.0,"Byju Raveendran, Divya Gokulnath","Oxshott Capital Partners, XN Exponent, Edelweiss",
2597,Hyperface,IT,Seed,1300000.0,Bengaluru,Empowering Brands and Fintechs to offer banking products contextually to their customers.,2021.0,"Ramanathan RV, Aishwarya Jaishankar","Kunal Shah, Better Capital",
2598,Licious,Catering,Series G,52000000.0,Bengaluru,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",2015.0,"Vivek Gupta, Abhay",Unknown,
2599,Chalo,Mobile Phones,Series C,40000000.0,Mumbai,India’s #1 bus transport technology company.,2014.0,"Vinayak Bhavnani, Mohit Dubey","Lightrock India, Filter Capital",
2600,Kaar Technologies,IT,Seed,4000000.0,Chennai,"Kaar Technologies is an SAP global consultancy firm that designs, delivers and deploys cutting-edge SAP solutions for businesses around the world.",2005.0,Maran Nagarajan,BlackSoil,
2601,Kissan Pro,Agriculture,Seed,3500000.0,Jharkhand,"Full stack solution on agri advisory, input purchase and market linkage",2021.0,Ravi Dasoundhi,EKKI,
2602,Sunstone Eduversity,Education,Series B,28000000.0,Gurugram,Sunstone Eduversity is a one-of-its-kind business school operating in an asset-light model since 2011.,2011.0,"Ashish Munjal, Piyush Nangru",WestBridge Capital,
2603,Ozonetel,Telecommuncation,Series A,5000000.0,Hyderabad,Ozonetel is leading Cloud Telephony solution provider.,2007.0,"CSN Murthy, Atul Sharma",Stakeboat Capital,
2604,CoinSwitch Kuber,Cryptocurrency,Series C,260000000.0,Bengaluru,"CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M+, in just 15 months and growing every second.",2017.0,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Coinbase Ventures, Andreessen Horowitz",
2605,Pazcare,Insurance,Seed,3500000.0,Bengaluru,Paz Care is India's leading Employee Benefits & Health insurance platform,2020.0,"Sanchit Malik, Manish Mishra","BEENEXT, 3one4 Capital",
2606,kWh Bikes,Automotive,Seed,2000000.0,Bengaluru,Building India’s strongest and smartest electric 2 wheelers,2020.0,"Siddharth Janghu, Kartik Gupta, Anupriya","Let’s Venture, Better Capital",
2607,IBSFINtech,IT,Series A,1000000.0,Bengaluru,"Driving Digitization & Automation of Cash & Liquidity, Risk, Treasury & Trade Finance functions of the Corporate.",2006.0,"C M Grover, TM Manjunath",Unknown,
2608,LeadSquared,Software,Seed,3500000.0,Bengaluru,"LeadSquared is a marketing automation and sales execution platform that helps businesses increase their closures, manage their pipelines",2011.0,Nilesh Patel,International Finance Corporation,
